source_index,section,section_row,original_english,original_spanish,source_abbreviation,canonical_english,canonical_spanish,action,resulting_id,duplicate_of_source_index,match_method,notes
518,Medical Supplies,5,Bandage,Vendaje,,Bandage,Vendaje,updated_existing,1022,,exact_english_or_abbreviation,
519,Medical Supplies,6,Bassinet,"Moises, cargador para bebé",,Bassinet,"Moises, cargador para bebé",updated_existing,1023,,exact_english_or_abbreviation,
520,Medical Supplies,7,Blood pressure cuff,Manga para tomar la presión arterial,,Blood pressure cuff,Manga para tomar la presión arterial,updated_existing,1025,,exact_english_or_abbreviation,
521,Medical Supplies,8,Body lotion,Crema Corporal,,Body lotion,Crema Corporal,updated_existing,1026,,exact_english_or_abbreviation,
522,Medical Supplies,9,Brace,Abrazadera,,Brace,Abrazadera,updated_existing,1029,,exact_english_or_abbreviation,
523,Medical Supplies,10,Breast pump,Extractor de leche materna,,Breast pump,Extractor de leche materna,updated_existing,28,,exact_english_or_abbreviation,
524,Medical Supplies,11,Bulb Syringe,Succionador nasal,,Bulb Syringe,Succionador nasal,updated_existing,1030,,exact_english_or_abbreviation,
525,Medical Supplies,12,Cane,Bastón,,Cane,Bastón,updated_existing,1031,,exact_english_or_abbreviation,
526,Medical Supplies,13,Cast,Yeso,,Cast,Yeso,updated_existing,1032,,exact_english_or_abbreviation,
527,Medical Supplies,14,Catheter,Catéter,,Catheter,Catéter,updated_existing,1033,,exact_english_or_abbreviation,
528,Medical Supplies,15,Colostomy bags,Bolsas para colostomía,,Colostomy bags,Bolsas para colostomía,updated_existing,1037,,exact_english_or_abbreviation,
529,Medical Supplies,16,Compression Stockings,Medias de compresión,,Compression Stockings,Medias de compresión,updated_existing,1038,,exact_english_or_abbreviation,
530,Medical Supplies,17,Condom,Preservativo,,Condom,Preservativo,updated_existing,1039,,exact_english_or_abbreviation,
531,Medical Supplies,18,Container / Cup,Recipiente,,Container / Cup,Recipiente,updated_existing,1040,,manual_existing_map,
532,Medical Supplies,19,Contraceptive Implant,Implante Anticonceptivo,,Contraceptive Implant,Implante Anticonceptivo,updated_existing,1041,,exact_english_or_abbreviation,
533,Medical Supplies,20,Contraceptives,Anticonceptivos,,Contraceptives,Anticonceptivos,consolidated_source_duplicate,1042,404,exact_english_or_abbreviation,
534,Medical Supplies,21,Cotton balls,Algodones,,Cotton balls,Algodones,updated_existing,1043,,exact_english_or_abbreviation,
535,Medical Supplies,22,Cotton Swab/ Q-tip,Isopo,,Cotton Swab/ Q-tip,Isopo,updated_existing,1044,,exact_english_or_abbreviation,
536,Medical Supplies,23,Crib,Cuna,,Crib,Cuna,updated_existing,1047,,exact_english_or_abbreviation,
537,Medical Supplies,24,Crutches,Muletas,,Crutches,Muletas,updated_existing,1048,,exact_english_or_abbreviation,
538,Medical Supplies,25,Defibrillator,Desfibrilador,,Defibrillator,Desfibrilador,updated_existing,1049,,exact_english_or_abbreviation,
539,Medical Supplies,26,Deodorant,Desodorante,,Deodorant,Desodorante,updated_existing,1050,,exact_english_or_abbreviation,
540,Medical Supplies,27,Dressing (for wound),Apósito,,Dressing (for wound),Apósito,updated_existing,1051,,exact_english_or_abbreviation,
541,Medical Supplies,28,Examination Table,Mesa para examinar,,Examination Table,Mesa para examinar,updated_existing,1055,,exact_english_or_abbreviation,
542,Medical Supplies,29,First aid kit,Estuche para primeros auxilios,,First aid kit,Estuche para primeros auxilios,updated_existing,1056,,exact_english_or_abbreviation,
543,Medical Supplies,30,Fistula,Fístula,,Fistula,Fístula,updated_existing,1057,,exact_english_or_abbreviation,
544,Medical Supplies,31,Floss,Hilo dental,,Floss,Hilo dental,updated_existing,1058,,exact_english_or_abbreviation,
545,Medical Supplies,32,Foley Catheter,Catéter de Foley / Sonda Urinaria,,Foley Catheter,Catéter de Foley / Sonda Urinaria,updated_existing,1060,,exact_english_or_abbreviation,
546,Medical Supplies,33,Forceps,Pinzas / tenaza,,Forceps,Pinzas / tenaza,updated_existing,1061,,exact_english_or_abbreviation,
547,Medical Supplies,34,Gauze,Gaza,,Gauze,Gaza,updated_existing,1062,,exact_english_or_abbreviation,
548,Medical Supplies,35,Gloves,Guantes,,Gloves,Guantes,updated_existing,1063,,exact_english_or_abbreviation,
549,Medical Supplies,36,Glucose Monitor/ Glucometer,Glucómetro,,Glucose Monitor/ Glucometer,Glucómetro,updated_existing,1064,,exact_english_or_abbreviation,
550,Medical Supplies,37,Gown,Bata,,Gown,Bata,updated_existing,1065,,exact_english_or_abbreviation,
551,Medical Supplies,38,Hand Sanitizer,Gel desinfectante de manos,,Hand Sanitizer,Gel desinfectante de manos,updated_existing,1067,,exact_english_or_abbreviation,
552,Medical Supplies,39,Hearing aid,Aparato o dispositivo auditivo,,Hearing aid,Aparato o dispositivo auditivo,updated_existing,1068,,exact_english_or_abbreviation,
553,Medical Supplies,40,Hot compress,Compresa Caliente,,Hot compress,Compresa Caliente,updated_existing,1070,,exact_english_or_abbreviation,
554,Medical Supplies,41,Humidifier,Humidificador,,Humidifier,Humidificador,updated_existing,1071,,exact_english_or_abbreviation,
555,Medical Supplies,42,Hydrogen Peroxide,Agua oxigenada,,Hydrogen Peroxide,Agua oxigenada,updated_existing,1072,,exact_english_or_abbreviation,
556,Medical Supplies,43,Ice Pack,Compresa fría,,Ice Pack,Compresa fría,updated_existing,1073,,exact_english_or_abbreviation,
557,Medical Supplies,44,Immunization Chart/ Records,"Expediente, Registro de Vacunas",,Immunization Chart/ Records,"Expediente, Registro de Vacunas",updated_existing,1074,,exact_english_or_abbreviation,
558,Medical Supplies,45,Incentive Spirometer,Espirômetro Incentivo,,Incentive Spirometer,Espirômetro Incentivo,updated_existing,1075,,exact_english_or_abbreviation,
559,Medical Supplies,46,Incubator (isolette),Incubadora,,Incubator (isolette),Incubadora,updated_existing,1076,,exact_english_or_abbreviation,
560,Medical Supplies,47,IV Fluids,Líquidos intravenosos,,IV Fluids,Líquidos intravenosos,updated_existing,1078,,exact_english_or_abbreviation,
561,Medical Supplies,48,Lancets,Lancetas,,Lancets,Lancetas,updated_existing,1079,,exact_english_or_abbreviation,
562,Medical Supplies,49,Log / Diary,"Bitácora, registro, diario",,Log / Diary,"Bitácora, registro, diario",updated_existing,1080,,exact_english_or_abbreviation,
563,Medical Supplies,50,Mask,Mascarilla,,Mask,Mascarilla,updated_existing,1083,,exact_english_or_abbreviation,
564,Medical Supplies,51,Mattress,Colchón,,Mattress,Colchón,updated_existing,1084,,exact_english_or_abbreviation,
565,Medical Supplies,52,Metal plate,Placa metálica,,Metal plate,Placa metálica,updated_existing,1086,,exact_english_or_abbreviation,
566,Medical Supplies,53,Microscope,Microscopio,,Microscope,Microscopio,updated_existing,1087,,exact_english_or_abbreviation,
567,Medical Supplies,54,Monitor,Monitor,,Monitor,Monitor,updated_existing,1088,,exact_english_or_abbreviation,
568,Medical Supplies,55,Moisturizing lotion,Crema humectante,,Moisturizing lotion,Crema humectante,updated_existing,1089,,exact_english_or_abbreviation,
569,Medical Supplies,56,Nail clipper,Cortauñas,,Nail clipper,Cortauñas,updated_existing,1091,,exact_english_or_abbreviation,
570,Medical Supplies,57,Nails,Clavos/uñas,,Nails,Clavos/uñas,updated_existing,1092,,exact_english_or_abbreviation,
571,Medical Supplies,58,Nasal Spray,Atomizador nasal,,Nasal Spray,Atomizador nasal,updated_existing,1093,,exact_english_or_abbreviation,
572,Medical Supplies,59,Nebulizer,Nebulizador,,Nebulizer,Nebulizador,updated_existing,1094,,exact_english_or_abbreviation,
573,Medical Supplies,60,Neck Brace/ Neck immobilizer,Collarín / Collar Cervical/ Inmovilizador de cuello,,Neck Brace/ Neck immobilizer,Collarín / Collar Cervical/ Inmovilizador de cuello,updated_existing,1095,,exact_english_or_abbreviation,
574,Medical Supplies,61,NG Tube,Sonda Naso-gástrica,,NG Tube,Sonda Naso-gástrica,updated_existing,1096,,exact_english_or_abbreviation,
575,Medical Supplies,62,Ointment,Ungüento,,Ointment,Ungüento,updated_existing,1097,,exact_english_or_abbreviation,
576,Medical Supplies,63,Orthopedic shoes,Zapatos ortopédicos,,Orthopedic shoes,Zapatos ortopédicos,updated_existing,1098,,exact_english_or_abbreviation,
577,Medical Supplies,64,Otoscope,Otoscopio,,Otoscope,Otoscopio,updated_existing,1099,,exact_english_or_abbreviation,
578,Medical Supplies,65,Outpatient Procedure,Procedimiento Ambulatorio (Same day),,Outpatient Procedure,Procedimiento Ambulatorio (Same day),updated_existing,1100,,exact_english_or_abbreviation,
579,Medical Supplies,66,Oximeter,Oxímetro,,Oximeter,Oxímetro,updated_existing,1101,,exact_english_or_abbreviation,
580,Medical Supplies,67,Oxygen Tank,Tanque de oxígeno,,Oxygen Tank,Tanque de oxígeno,updated_existing,1102,,exact_english_or_abbreviation,
581,Medical Supplies,68,Pacemaker,Marcapasos,,Pacemaker,Marcapasos,updated_existing,1103,,exact_english_or_abbreviation,
582,Medical Supplies,69,Medical Chart,Expediente médico,,Medical Chart,Expediente médico,added,1575,,,
583,Medical Supplies,70,Petroleum Jelly/ Vaseline,Vaselina,,Petroleum Jelly/ Vaseline,Vaselina,added,1576,,,
584,Medical Supplies,71,Prosthesis,Prótesis,,Prosthesis,Prótesis,added,1577,,,
585,Medical Supplies,72,Scale,"Pesa, Báscula, Balanza",,Scale,"Pesa, Báscula, Balanza",added,1578,,,
586,Medical Supplies,73,Scalpel / Surgical Knife,Bisturí / escalpelo,,Scalpel / Surgical Knife,Bisturí / escalpelo,added,1579,,,
587,Medical Supplies,74,Scope,Endoscópico,,Scope,Endoscópico,added,1580,,,
588,Medical Supplies,75,Screws,Tornillos,,Screws,Tornillos,added,1581,,,
589,Medical Supplies,76,Sensor,Sensor,,Sensor,Sensor,added,1582,,,
590,Medical Supplies,77,Sharp Container,Recipiente p/ objetos cortopunzantes,,Sharp Container,Recipiente p/ objetos cortopunzantes,added,1583,,,
591,Medical Supplies,78,Shunt,Válvula/ derivación,,Shunt,Válvula/ derivación,added,1584,,,
592,Medical Supplies,79,Sling,Cabestríllo,,Sling,Cabestríllo,added,1585,,,
593,Medical Supplies,80,Speculum,Espéculo,,Speculum,Espéculo,added,1586,,,
594,Medical Supplies,81,Splint,Tablilla/ férula/ Inmovilizador,,Splint,Tablilla/ férula/ Inmovilizador,added,1587,,,
595,Medical Supplies,82,Staples,Grapas,,Staples,Grapas,added,1588,,,
596,Medical Supplies,83,Stent,Endoprótesis (vascular),,Stent,Endoprótesis (vascular),added,1589,,,
597,Medical Supplies,84,Stethoscope,Estetoscopio,,Stethoscope,Estetoscopio,added,1590,,,
598,Medical Supplies,85,Stitches /sutures,Puntos/ Suturas,,Stitches /sutures,Puntos/ Suturas,updated_existing,27,,manual_existing_map,
599,Medical Supplies,86,Stool Sample Cards,Tarjetas para muestras de heces,,Stool Sample Cards,Tarjetas para muestras de heces,added,1591,,,
600,Medical Supplies,87,Stretcher,Camilla (con ruedas),,Stretcher,Camilla (con ruedas),added,1592,,,
601,Medical Supplies,88,String - (IUD),"Cordón, Hilo",,String - (IUD),"Cordón, Hilo",added,1593,,,
602,Medical Supplies,89,Strips,Tiras reactivas,,Strips,Tiras reactivas,added,1594,,,
603,Medical Supplies,90,Stroller,Coche para bebé,,Stroller,Coche para bebé,added,1595,,,
604,Medical Supplies,91,Surgical Mesh,Malla Quirúrgica,,Surgical Mesh,Malla Quirúrgica,added,1596,,,
605,Medical Supplies,92,Syringe,Jeringa,,Syringe,Jeringa,added,1597,,,
606,Medical Supplies,93,Syrup,Jarabe,,Syrup,Jarabe,added,1598,,,
607,Medical Supplies,94,Tampons,Tampones,,Tampons,Tampones,added,1599,,,
608,Medical Supplies,95,Thermometer,Termómetro,,Thermometer,Termómetro,added,1600,,,
609,Medical Supplies,96,Treadmill,Caminadora,,Treadmill,Caminadora,added,1601,,,
610,Medical Supplies,97,Tongue depressor,Baja lengua,,Tongue depressor,Baja lengua,added,1602,,,
611,Medical Supplies,98,Tweezers,Pinzas,,Tweezers,Pinzas,added,1603,,,
612,Medical Supplies,99,Urinal,Urinario,,Urinal,Urinario,added,1604,,,
613,Medical Supplies,100,Vaporizer,Vaporizador,,Vaporizer,Vaporizador,added,1605,,,
614,Medical Supplies,101,Ventilator,Ventilador,,Ventilator,Ventilador,added,1606,,,
615,Medical Supplies,102,Walk-in clinic,Clínica ambulatoria,,Walk-in clinic,Clínica ambulatoria,consolidated_source_duplicate,1340,246,,
616,Medical Supplies,103,Walker,Andador,,Walker,Andador,added,1607,,,
617,Medical Supplies,104,Wheelchair,Silla de ruedas,,Wheelchair,Silla de ruedas,added,1608,,,
618,Medical Supplies,105,Wristband/ bracelet,Brazalete de identificación,,Wristband/ bracelet,Brazalete de identificación,added,1609,,,
619,"Symptoms, conditions",1,Abortion,Aborto (inducido),,Abortion,Aborto (inducido),added,1610,,,
620,"Symptoms, conditions",2,Abscess,Absceso,,Abscess,Absceso,added,1611,,,
621,"Symptoms, conditions",3,Acid Reflux,Reflujo ácido,,Acid Reflux,Reflujo ácido,added,1612,,,
622,"Symptoms, conditions",4,Allergic reaction,Reacción alérgica,,Allergic reaction,Reacción alérgica,added,1613,,,
623,"Symptoms, conditions",5,Arrhythmia,Arritmia,,Arrhythmia,Arritmia,added,1614,,,
624,"Symptoms, conditions",6,Bad smell / foul smelling,Mal olor / maloliente,,Bad smell / foul smelling,Mal olor / maloliente,added,1615,,,
625,"Symptoms, conditions",7,Bedbugs,Chinches,,Bedbugs,Chinches,updated_existing,757,,exact_english_or_abbreviation,
626,"Symptoms, conditions",8,Bedridden,Postrado en cama,,Bedridden,Postrado en cama,added,1616,,,
627,"Symptoms, conditions",9,Bedsore,Llaga de cama,,Bedsore,Llaga de cama,added,1617,,,
628,"Symptoms, conditions",10,Birthmark/ mole,Lunar,,Birthmark/ mole,Lunar,added,1618,,,
629,"Symptoms, conditions",11,Bite,Mordida / picadura,,Bite,Mordida / picadura,added,1619,,,
630,"Symptoms, conditions",12,Bloating,Hinchazón (estómago),,Bloating,Hinchazón (estómago),added,1620,,,
631,"Symptoms, conditions",13,Blurry vision / blurred,Vision borrosa,,Blurry vision / blurred,Vision borrosa,added,1621,,,
632,"Symptoms, conditions",14,Body Fluids,Fluidos corporales,,Body Fluids,Fluidos corporales,added,1622,,,
633,"Symptoms, conditions",15,Boil,Divieso (nacido),,Boil,Divieso (nacido),added,1623,,,
634,"Symptoms, conditions",16,Bowel movement,Defecación,,Bowel movement,Defecación,updated_existing,14,,exact_english_or_abbreviation,
635,"Symptoms, conditions",17,Bruise,Moretón,,Bruise,Moretón,added,1624,,,
636,"Symptoms, conditions",18,Burning Sensation,Sensación de ardor,,Burning Sensation,Sensación de ardor,added,1625,,,
637,"Symptoms, conditions",19,Burp,Eructar (Méx. repetir),,Burp,Eructar (Méx. repetir),updated_existing,951,,exact_english_or_abbreviation,
638,"Symptoms, conditions",20,Calcification,Calcificación,,Calcification,Calcificación,added,1626,,,
639,"Symptoms, conditions",21,Callus,Callo (dureza),,Callus,Callo (dureza),added,1627,,,
640,"Symptoms, conditions",22,Collostrum,Calostro,,Collostrum,Calostro,added,1628,,,
641,"Symptoms, conditions",23,Chest pain,Dolor en el pecho,,Chest pain,Dolor en el pecho,added,1629,,,
642,"Symptoms, conditions",24,Chills,Escalofríos,,Chills,Escalofríos,added,1630,,,
643,"Symptoms, conditions",25,Chipped,Astillado,,Chipped,Astillado,added,1631,,,
644,"Symptoms, conditions",26,Cholesterol,Colesterol,,Cholesterol,Colesterol,added,1632,,,
645,"Symptoms, conditions",27,Compression stockings,Medias de compresión,,Compression stockings,Medias de compresión,consolidated_source_duplicate,1038,529,exact_english_or_abbreviation,
646,"Symptoms, conditions",28,Connective tissue,Tejido conectivo,,Connective tissue,Tejido conectivo,added,1633,,,
647,"Symptoms, conditions",29,Constipation,Estreñimiento,,Constipation,Estreñimiento,updated_existing,18,,exact_english_or_abbreviation,
648,"Symptoms, conditions",30,Contagious/ communicable,Contagioso,,Contagious/ communicable,Contagioso,added,1634,,,
649,"Symptoms, conditions",31,Contractions,Contracciones,,Contractions,Contracciones,consolidated_source_duplicate,1488,405,,
650,"Symptoms, conditions",32,Contrast dye,Tinte de contraste (para MRI),,Contrast dye,Tinte de contraste (para MRI),consolidated_source_duplicate,1533,457,,
651,"Symptoms, conditions",33,Cough up,Espectorar / Toser,,Cough up,Espectorar / Toser,added,1635,,,
652,"Symptoms, conditions",34,Cramping,"Calambres, cólicos",,Cramping,"Calambres, cólicos",added,1636,,,
653,"Symptoms, conditions",35,Cravings,"Antojos, deseos",,Cravings,"Antojos, deseos",added,1637,,,
654,"Symptoms, conditions",36,Crooked,Torcido,,Crooked,Torcido,added,1638,,,
655,"Symptoms, conditions",37,Cyst,Quiste,,Cyst,Quiste,added,1639,,,
656,"Symptoms, conditions",38,Deficiency,Deficiencia,,Deficiency,Deficiencia,added,1640,,,
657,"Symptoms, conditions",39,Deformity / Malformation,Deformidad,,Deformity / Malformation,Deformidad,added,1641,,,
658,"Symptoms, conditions",40,Dehydrated,Deshidratado,,Dehydrated,Deshidratado,added,1642,,,
659,"Symptoms, conditions",41,Difficulty breathing,Dificultad para respirar,,Difficulty breathing,Dificultad para respirar,added,1643,,,
660,"Symptoms, conditions",42,Discharge,Secreción / dar de alta,,Discharge,Secreción / dar de alta,updated_existing,12,,manual_existing_map,
661,"Symptoms, conditions",43,Discomfort,Malestar / molestia,,Discomfort,Malestar / molestia,added,1644,,,
662,"Symptoms, conditions",44,Disorder,Trastorno,,Disorder,Trastorno,added,1645,,,
663,"Symptoms, conditions",45,Distress,Sufrimiento / Angustia,,Distress,Sufrimiento / Angustia,added,1646,,,
664,"Symptoms, conditions",46,Disturbance,Perturbación,,Disturbance,Perturbación,added,1647,,,
665,"Symptoms, conditions",47,Drain/ Drainage,Drenar/ Drenage,,Drain/ Drainage,Drenar/ Drenage,updated_existing,19,,manual_existing_map,
666,"Symptoms, conditions",48,Draw Blood,Sacar sangre,,Draw Blood,Sacar sangre,updated_existing,962,,exact_english_or_abbreviation,
667,"Symptoms, conditions",49,Dripping,Goteo,,Dripping,Goteo,added,1648,,,
668,"Symptoms, conditions",50,Drowsiness,Somnolencia,,Drowsiness,Somnolencia,added,1649,,,
669,"Symptoms, conditions",51,Drowsy,Somnoliento,,Drowsy,Somnoliento,added,1650,,,
670,"Symptoms, conditions",52,Dry cough,Tos seca,,Dry cough,Tos seca,added,1651,,,
671,"Symptoms, conditions",53,Dustmite,Ácaros,,Dustmite,Ácaros,updated_existing,793,,exact_english_or_abbreviation,
672,"Symptoms, conditions",54,Ear wax,Cera en el oído,,Ear wax,Cera en el oído,added,1652,,,
673,"Symptoms, conditions",55,Enlarged Prostate,Próstata agrandada,,Enlarged Prostate,Próstata agrandada,added,1653,,,
674,"Symptoms, conditions",56,Fainting spells,Episodios de desmayo,,Fainting spells,Episodios de desmayo,added,1654,,,
675,"Symptoms, conditions",57,Fatigue,Fatiga,,Fatigue,Fatiga,added,1655,,,
676,"Symptoms, conditions",58,Fibers,Fibras,,Fibers,Fibras,added,1656,,,
677,"Symptoms, conditions",59,Fissure,Fisura,,Fissure,Fisura,added,1657,,,
678,"Symptoms, conditions",60,Flare up,Exacerbación,,Flare up,Exacerbación,added,1658,,,
679,"Symptoms, conditions",61,Fluid / Water Retention,Retención de líquidos /agua,,Fluid / Water Retention,Retención de líquidos /agua,added,1659,,,
680,"Symptoms, conditions",62,Food poisoning,Intoxicación alimenticia,,Food poisoning,Intoxicación alimenticia,added,1660,,,
681,"Symptoms, conditions",63,Funny taste,Sabor extraño,,Funny taste,Sabor extraño,added,1661,,,
682,"Symptoms, conditions",64,Gain weight,Subir/ Aumentar de peso,,Gain weight,Subir/ Aumentar de peso,added,1662,,,
683,"Symptoms, conditions",65,Gallstones,Piedras en la vesícula,,Gallstones,Piedras en la vesícula,consolidated_source_duplicate,1243,142,,
684,"Symptoms, conditions",66,Gangrene,Gangrena,,Gangrene,Gangrena,consolidated_source_duplicate,1421,332,,
685,"Symptoms, conditions",67,Give Birth/ Deliver,Dar a luz/ parir (Aliviarse),,Give Birth/ Deliver,Dar a luz/ parir (Aliviarse),updated_existing,957,,manual_existing_map,
686,"Symptoms, conditions",68,Glucose,Glucosa,,Glucose,Glucosa,added,1663,,,
687,"Symptoms, conditions",69,Goosebumps,Piel de gallina,,Goosebumps,Piel de gallina,added,1664,,,
688,"Symptoms, conditions",70,Gout,Gota,,Gout,Gota,added,1665,,,
689,"Symptoms, conditions",71,Hair loss,Pérdida de cabello,,Hair loss,Pérdida de cabello,added,1666,,,
690,"Symptoms, conditions",72,Handicapped,Minusválido,,Handicapped,Minusválido,added,1667,,,
691,"Symptoms, conditions",73,Heart Rate,Frecuencia Cardíaca,,Heart Rate,Frecuencia Cardíaca,added,1668,,,
692,"Symptoms, conditions",74,Heartburns,Agruras,,Heartburns,Agruras,updated_existing,6,,manual_existing_map,
693,"Symptoms, conditions",75,Heavy bleeding,Sangrado abundante,,Heavy bleeding,Sangrado abundante,consolidated_source_duplicate,1496,414,,
694,"Symptoms, conditions",76,Hematoma,Hematoma,,Hematoma,Hematoma,added,1669,,,
695,"Symptoms, conditions",77,Hiatal Hernia,Hernia Hiatal,,Hiatal Hernia,Hernia Hiatal,added,1670,,,
696,"Symptoms, conditions",78,Hiccups,Hipo,,Hiccups,Hipo,added,1671,,,
697,"Symptoms, conditions",79,High blood pressure,Presion sanguinea alta,,High blood pressure,Presion sanguinea alta,added,1672,,,
698,"Symptoms, conditions",80,High blood sugar,Glucosa sanguinea alta,,High blood sugar,Glucosa sanguinea alta,added,1673,,,
699,"Symptoms, conditions",81,Hoarseness,Ronquera,,Hoarseness,Ronquera,added,1674,,,
700,"Symptoms, conditions",82,Hot flashes,Bochornos,,Hot flashes,Bochornos,added,1675,,,
701,"Symptoms, conditions",83,Hypothermia,Hipotermia,,Hypothermia,Hipotermia,added,1676,,,
702,"Symptoms, conditions",84,Imbalance,Desequilibrio,,Imbalance,Desequilibrio,added,1677,,,
703,"Symptoms, conditions",85,Incontinence,Incontinencia,,Incontinence,Incontinencia,added,1678,,,
704,"Symptoms, conditions",86,Itching,"Picazón, comezón",,Itching,"Picazón, comezón",added,1679,,,
705,"Symptoms, conditions",87,Junk food,Comida chatarra,,Junk food,Comida chatarra,added,1680,,,
706,"Symptoms, conditions",88,Kidney Stones,Cálculos renales,,Kidney Stones,Cálculos renales,added,1681,,,
707,"Symptoms, conditions",89,Lactose Intolerance,Intolerancia a la Lactosa,,Lactose Intolerance,Intolerancia a la Lactosa,added,1682,,,
708,"Symptoms, conditions",90,Leakage,Fuga,,Leakage,Fuga,added,1683,,,
709,"Symptoms, conditions",91,Lethargic,Letárgico,,Lethargic,Letárgico,added,1684,,,
710,"Symptoms, conditions",92,Lightheaded / Groggy,"Aturdido, Desvanecido",,Lightheaded / Groggy,"Aturdido, Desvanecido",updated_existing,21,,manual_existing_map,
711,"Symptoms, conditions",93,Lining,Revestimiento,,Lining,Revestimiento,added,1685,,,
712,"Symptoms, conditions",94,Listless,"Desganado, decaído",,Listless,"Desganado, decaído",added,1686,,,
713,"Symptoms, conditions",95,Loose,"Flojo, holgado",,Loose,"Flojo, holgado",added,1687,,,
714,"Symptoms, conditions",96,Lower back pain,Dolor en la espalda baja,,Lower back pain,Dolor en la espalda baja,added,1688,,,
715,"Symptoms, conditions",97,Lump / bulge,Protuberancia / bulto,,Lump / bulge,Protuberancia / bulto,added,1689,,,
716,"Symptoms, conditions",98,Malnutrition,Desnutrición,,Malnutrition,Desnutrición,added,1690,,,
717,"Symptoms, conditions",99,Migraine headaches,Migrañas,,Migraine headaches,Migrañas,added,1691,,,
718,"Symptoms, conditions",100,Miscarriage,Aborto Espontáneo,,Miscarriage,Aborto Espontáneo,consolidated_source_duplicate,1504,423,,
719,"Symptoms, conditions",101,Mood Swings,Cambios de humor,,Mood Swings,Cambios de humor,added,1692,,,
720,"Symptoms, conditions",102,Myoma / Fibroid,Mioma / Fibroma,,Myoma / Fibroid,Mioma / Fibroma,added,1693,,,
721,"Symptoms, conditions",103,Narrowing,Estrechamiento,,Narrowing,Estrechamiento,added,1694,,,
722,"Symptoms, conditions",104,Nausea,Nausea,,Nausea,Nausea,added,1695,,,
723,"Symptoms, conditions",105,Numbness,Adormecimiento,,Numbness,Adormecimiento,updated_existing,11,,exact_english_or_abbreviation,
724,"Symptoms, conditions",106,Obstruction / Blockage,Obstrucción,,Obstruction / Blockage,Obstrucción,added,1696,,,
725,"Symptoms, conditions",107,Outbreak,Brote / epidemia,,Outbreak,Brote / epidemia,added,1697,,,
726,"Symptoms, conditions",108,Palpitations,Palpitaciones,,Palpitations,Palpitaciones,added,1698,,,
727,"Symptoms, conditions",109,Paralysis,Paralisis,,Paralysis,Paralisis,added,1699,,,
728,"Symptoms, conditions",110,Pass gasses,Expulsar gases (fart),,Pass gasses,Expulsar gases (fart),added,1700,,,
729,"Symptoms, conditions",111,Pelvic pain,Dolor pélvico,,Pelvic pain,Dolor pélvico,added,1701,,,
730,"Symptoms, conditions",112,Phlegm,Flema,,Phlegm,Flema,added,1702,,,
731,"Symptoms, conditions",113,Pimples,Espinillas / barros,,Pimples,Espinillas / barros,added,1703,,,
732,"Symptoms, conditions",114,Pinched nerve,Nervio oprimido,,Pinched nerve,Nervio oprimido,added,1704,,,
733,"Symptoms, conditions",115,Pollen,Pólen,,Pollen,Pólen,added,1705,,,
734,"Symptoms, conditions",116,Polyps,Pólipos,,Polyps,Pólipos,added,1706,,,
735,"Symptoms, conditions",117,Poor appetite,Poco apetito,,Poor appetite,Poco apetito,added,1707,,,
736,"Symptoms, conditions",118,Post nasal dripping,Goteo post-nasal,,Post nasal dripping,Goteo post-nasal,added,1708,,,
737,"Symptoms, conditions",119,Prescribe,Recetar,,Prescribe,Recetar,updated_existing,51,,manual_existing_map,
738,"Symptoms, conditions",120,Productive cough,Tos con flemas,,Productive cough,Tos con flemas,added,1709,,,
739,"Symptoms, conditions",121,Pruritus (itching),Prurito (picazón),,Pruritus (itching),Prurito (picazón),added,1710,,,
740,"Symptoms, conditions",122,Pulled muscle/ torn muscle,Músculo desgarrado,,Pulled muscle/ torn muscle,Músculo desgarrado,added,1711,,,
741,"Symptoms, conditions",123,Quadriplegic,Cuadraplégico (all limbs),,Quadriplegic,Cuadraplégico (all limbs),added,1712,,,
742,"Symptoms, conditions",124,Rash,Sarpullido,,Rash,Sarpullido,consolidated_source_duplicate,1429,340,,
743,"Symptoms, conditions",125,Redness,Enrojecimiento,,Redness,Enrojecimiento,consolidated_source_duplicate,1403,314,,
744,"Symptoms, conditions",126,Refer,"Referir, remitir",,Refer,"Referir, remitir",updated_existing,1007,,exact_english_or_abbreviation,
745,"Symptoms, conditions",127,Relapse,Recaída,,Relapse,Recaída,added,1713,,,
746,"Symptoms, conditions",128,Resolve / Go away,Quitarse (un síntoma),,Resolve / Go away,Quitarse (un síntoma),added,1714,,,
747,"Symptoms, conditions",129,Rhinitis,Rinitis,,Rhinitis,Rinitis,added,1715,,,
748,"Symptoms, conditions",130,Runny nose,Escurrimiento nasal,,Runny nose,Escurrimiento nasal,added,1716,,,
749,"Symptoms, conditions",131,Scales,Escamas,,Scales,Escamas,added,1717,,,
750,"Symptoms, conditions",132,Scar,Cicatríz,,Scar,Cicatríz,added,1718,,,
751,"Symptoms, conditions",133,Sciatica,Ciática (nervio ciático),,Sciatica,Ciática (nervio ciático),added,1719,,,
752,"Symptoms, conditions",134,Seizures,Convulsiones,,Seizures,Convulsiones,added,1720,,,
753,"Symptoms, conditions",135,Shaky hands,Manos temblorosas,,Shaky hands,Manos temblorosas,added,1721,,,
754,"Symptoms, conditions",136,Shortness of breath,Falta de aliento,,Shortness of breath,Falta de aliento,updated_existing,1,,exact_english_or_abbreviation,
