id,english,spanish,category,subcategory,abbreviation,synonyms_en,synonyms_es,pronunciation,definition_es,clinical_context,caution,source_name,source_url,review_status,reviewed_by,review_date,notes,entry_type,meaning_group,context_note,spanish_neutral,spanish_us,spanish_latam,regional_variants,priority,frequency,difficulty,publication_status,source_accessed_date,created_date,updated_date,version,change_notes
413,Score,Puntuación,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Puntuación,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
414,Securities,Valores,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Valores,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
415,Seize a property.,Confiscar una propiedad,Banca y pagos,Hipotecas y bienes raíces,,,,,Término bilingüe utilizado en contextos de hipotecas y bienes raíces.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Confiscar una propiedad,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
416,Self-employed (to be),Trabajar por cuenta propia,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Trabajar por cuenta propia,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
417,Sell order,Orden de venta,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Orden de venta,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
418,Shareholder,Accionistas,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Accionistas,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
419,Shares,Acciones,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Acciones,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
420,Shortfall,Déficit,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Déficit,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
421,Stock,Acciones,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Acciones,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
422,Stock exchange,Bolsa de valores,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Bolsa de valores,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
423,Stock index,Índice de valores en el mercado,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Índice de valores en el mercado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
424,Stock market,Mercado bursátil; bolsa de valores; “la bolsa”,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Mercado bursátil; bolsa de valores; “la bolsa”,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
425,Stock options,Opciones en valores bursátiles,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Opciones en valores bursátiles,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
426,Stop payment,Suspensión de pago,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Suspensión de pago,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
427,Stop payment order,Aviso de suspensión de pago de un cheque,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Aviso de suspensión de pago de un cheque,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
428,Storage costs,Gastos de almacenaje,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Gastos de almacenaje,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
429,Surcharges,Recargos,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Recargos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
430,Surplus,Excedente,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Excedente,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
431,Tax advisor,Consejero en materia de impuestos,Banca y pagos,Impuestos,,,,,Término bilingüe utilizado en contextos de impuestos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Consejero en materia de impuestos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
432,Tax exempt,"Exento de contribución, exento de impuesto",Banca y pagos,Impuestos,,,,,Término bilingüe utilizado en contextos de impuestos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,"Exento de contribución, exento de impuesto",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
433,Tax withholding,Retención de impuestos,Banca y pagos,Impuestos,,,,,Término bilingüe utilizado en contextos de impuestos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 7.",Término,,,Retención de impuestos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
434,Act of God,Acto de fuerza mayor,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Acto de fuerza mayor,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
435,Actual cash value,Valor efectivo; valor de mercado,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Valor efectivo; valor de mercado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
436,Air pump,Bomba de aire,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Bomba de aire,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
437,Alley,Callejón,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Callejón,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
438,Tax return,Declaración o rendimiento de Impuestos.,Banca y pagos,Impuestos,,,,,Término bilingüe utilizado en contextos de impuestos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Declaración o rendimiento de Impuestos.,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
439,Taxpayer,Contribuyente,Banca y pagos,Impuestos,,,,,Término bilingüe utilizado en contextos de impuestos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Contribuyente,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
440,Term,Plazo,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Plazo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
441,Term of a contract,Duración de un contrato,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Duración de un contrato,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
442,Testify,Testificar,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Testificar,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
443,Time horizon,Lapso de tiempo contemplado,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Lapso de tiempo contemplado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
444,"Title, deed",Título de propiedad,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Título de propiedad,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
445,Trade,Transacción (bursátil),Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Transacción (bursátil),,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
446,Trading securities,Valores a la venta,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Valores a la venta,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
447,Treasury Bonds,Bonos de la tesorería,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Bonos de la tesorería,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
448,Trust,Fideicomiso,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Fideicomiso,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
449,Truth in Lending Act,Ley de Veracidad sobre Préstamos,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Ley de Veracidad sobre Préstamos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
450,Uncollectible receivables,Cuentas no cobrables,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Cuentas no cobrables,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
451,Up-front costs,Gastos inmediatos,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Gastos inmediatos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
452,Vested,Conferido o transferido (a lo que se,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Conferido o transferido (a lo que se,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
453,Voucher,Comprobante,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Comprobante,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
454,Waive,Renunciar a un derecho;,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Renunciar a un derecho;,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
455,Will,Testamento,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Testamento,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
456,Wire transfer,Transferencia electrónica,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Transferencia electrónica,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
457,Withdraw,Retirar,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Retirar,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
458,Withholding tax,Impuesto retenido,Banca y pagos,Impuestos,,,,,Término bilingüe utilizado en contextos de impuestos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Impuesto retenido,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
459,Withholdings,Cantidad que ha sido retenida,Banca y pagos,Impuestos,,,,,Término bilingüe utilizado en contextos de impuestos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Cantidad que ha sido retenida,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
460,Yearly income tax statement,Declaración anual de impuestos,Banca y pagos,Impuestos,,,,,Término bilingüe utilizado en contextos de impuestos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Declaración anual de impuestos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
461,Yield rate,Tasa de rendimiento,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 8.",Término,,,Tasa de rendimiento,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
462,All-terrain,Todo tipo de terreno,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Todo tipo de terreno,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
463,Aluminum rims,Rines de aluminio,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Rines de aluminio,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
464,Anti-lock brake system (ABS),Frenos antibloqueo,Partes de carros,Partes y mantenimiento,ABS,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Frenos antibloqueo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
465,Anti-theft device,Dispositivo contra robos,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Dispositivo contra robos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
466,Antifreeze,Anticongelante,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Anticongelante,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
467,Antiskid,Antideslizante,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Antideslizante,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
468,Appraiser,Evaluador,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Evaluador,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
469,Asset protection,Protección,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Protección,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
470,At fault,Tener la culpa,Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Tener la culpa,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
471,Auction,Subasta,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Subasta,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
472,Auto rental reimbursement,Reembolso de renta de auto,Seguros y trámites,Seguros y pólizas,,,,,Término bilingüe utilizado en contextos de seguros y pólizas.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Reembolso de renta de auto,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
473,Axle,Eje,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Eje,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
474,Back up (a vehicle),Dar marcha atrás; retroceder,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Dar marcha atrás; retroceder,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
475,Beads,Cuentitas,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Cuentitas,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
476,Become disabled (to),Incapacitarse,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Incapacitarse,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
477,Bent,Doblado,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Doblado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
478,Blind curve,Curva sin visibilidad,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 9.",Término,,,Curva sin visibilidad,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
